,Text,label
5585,এত্ত সুন্দর লাগছে বলার ভাষা খুজে পাচ্ছিনা,0
5586,"সুন্দর আপু, আপনার অভিনয় খুব ভালো লাগে",0
5587,তোমাকে একদম ধবধবে সাদা কোইতরের মতন লাগছে গ সোনা,1
5588,এত দিন শুনলাম  বেদের মেয়ে   এখন দেখি গুলতি,0
5589,"ডানে বামে চাওয়ার টাইম নাই,  আমার মাঝখানেরটারেই চাই",0
5590,দেশি পরো ন স্টার,0
5591,চাকরির কারনে ডিভোর্স রেট বেড়েছে।,1
5592,এই ভয়ঙ্কর মেকাপ দেখে মানুষ পাগল হবে না,1
5593,অনেক লম্বা দেখাচ্ছে,0
5594,মাথায় সমস্যা আছে এই বুদ্ধি প্রতিবন্ধীর,1
5595,সব পাগলরা পাবনা থেকে এসে কি এখানে আশ্রয় নিয়ে ছে।,1
5596,হাওয়া লেগেছে আমার গায়ে,0
5597,ন্যাকার রানী তেল মারতেছে,1
5598,বাংলার ঐশরিয়া,1
5599,আবেদনময়ী,0
5600,ফালতু মেয়ে একটা,1
5601,চট্টগ্রামে কখন আসবা টুনটুনি,0
5602,ফার্মের মুরগীগুলা কি দেখতে কি দেখে আল্লাহই জানে।,1
5603,মনে হচ্ছে কবর থেকে লাশ উঠে এসেছে,1
5604,আফা চশমাডায় আফনেরে কানার মত লাগে,1
5605,বড়ো লোকের বাচ্চা রা,1
5606,একেকবার একেকটা উজবুক কই থেকে যে আসে!,1
5607,ঈস আমি গ্রামে থাকলে যেতাম,0
5608,আপা আপনার মুখ সবসময় এমন ব্যইকা থাকে কেন,1
5609,আহা আমার পাখিটা,0
5610,বেদের মেয়ে জোছনা,0
5611,তুমি যেন রসালো মিষ্টি আর আমি ডায়াবেটিসের রোগী খালি দেখে যায় খাইতে পারি না-,0
5612,হ্যাল্লো গায়েস। আমাদের কাজের বেডি লাইভে এ আইসে পড়ছে,1
5613,হালার পুত  বেডির বা* ছিরে তুমারে খাউয়ামু,0
5614,ফুরাই ভুত্নি মনে হচ্ছে,1
5615,"কাইলা ছেরি মাংসো ভালো করে ধুয়ে নে, খাচ্ছর ছেরি ।।",1
5616,হালায় মাইগা!!,1
5617,ছেলেরা কি হতে চায় জিজ্ঞেস করলেন না?,0
5618,সবাইকে পেজে ফলো করার অনুরোধ রইলো।।,0
5619,পায়ের দিকে তাকান সুন্দরী বুঝতে পারবেন আপনি কতটা সুন্দর,1
5620,কাজল চোখের মেয়ে,0
5621,"কোরআন পড়ি, কোরআন শিখি, কোরআন দিয়ে জীবন গড়ি",0
5622,দাত ব্যাকা কেন,1
5623,সোনাটাহ্,0
5624,বছর সাগরের মধ্যে শত শত ডলফিনকে হত্যা করা এমন কি সমুদ্রের পানি পর্যন্ত তাদের রক্তে লাল হয়ে তখন তারা এটি তো একটি,1
5625,হাসি,0
5626,তোমাকে লেগেছে কত যে ভালো সেই কথা তুমি য়োদি জানতে তাহলে আমার কাছে চলে আসতে পিউ জান,0
5627,তুমি দিন দিন বড়লোকস হচ্ছ,0
5628,পা দুইটা সাদার মার্কেট খাইয়া দিছে পারলে পা দুইটার দিকে একটু আটা ময়দা দিয়ে নজর,0
5629,কতদিন আছেন,0
5630,শুভ জন্মদিন ভাইয়া,0
5631,আলাবু,0
5632,ভালোবাসা অবিরাম মেহু,0
5633,এত নোংরা মহিলা জীবনে খুব কম দেখছি,1
5634,তুমি কনফার্ম জান্নাতি,1
5635,মানসিক বিকারগস্ত মহিলা। এও বলতে পারছে ২দিন পর লাইভে এসে সেম কাজ করতেও পারবে।ফালতু,1
5636,এমনে ভূতের মতো সাজলে মায়া থাকব কেমনে,1
5637,অতিরিক্ত মনোমুগ্ধকর হাসি,0
5638,একটা জলহস্তী দেখলাম এইমাত্র,1
5639,তুসির কালো,0
5640,তোমার থেকে বেশি তোমার জামাইরে সুন্দর লাগে,1
5641,হাই মেহেজাবিন আপু কেমন আছেন,0
5642,পুরাই ভুত ভুত লাগতাছে,1
5643,ফালতু মহিলা,1
5644,বিদ্যা সিনহা মীম আপুকেও আপনার মতো সেইম ড্রেস আপ লুকে দেখতে পেলাম,0
5645,ছবিগুলো ভালো হয়নি,0
5646,পাগল মহিলার কাছে কনো সাজলে?,1
5647,তোমার হাওয়ায় ভাসছি আমি,0
5648,"ইসলাম নিয়ম নিতি মেনে চলো বোন,ফিরে এসে তুমার রবের দিখে,,",1
5649,আজ গরিব বলে রেস্টুরেন্ট খেতে পারি নাহ,1
5650,রাত কানা নাকি দিন কানা আপা,1
5651,সুন্দর শহরে সমকামীতার বৈধতা চাই,0
5652,৩ টা আমার ক্রাশ,0
5653,আপু অপনি অভিনয়ে যেমন  মানবিকেও অসাধারণ,0
5654,রূপনগর এর রিকশা ওয়ালা,1
5655,মাল টাল খায় নাকি এইডা।।নেশা খোর দের মতন কথা বলে,1
5656,ওই গার্মেন্টস কর্মী  🥱,1
5657,শাড়িতেই সুন্দর,0
5658,কিরে মামা পাগল,1
5659,আমেরিকায় এত ঠান্ডা কখন পড়লো,0
5660,সাদা ও পুরাই নাম্বার সাকিব খান এর মত লাগছে।।।,0
5661,"ফকির বেডি মেকাপ লাগাইয়া ভিক্কা করে,,",1
5662,কাজের বেটি রহিমা,1
5663,হাসি সুন্দরী,0
5664,প্রতিবন্ধীর বাচ্চা দেখলে মেজাজটা খারাপ হয়ে যায়,1
5665,একজন প্রিয় মানুষ,0
5666,"সোনা তুমি কিন্তু দিন দিন রোগা হয়ে যাচ্ছো,,",1
5667,মেম এর অসাধারণ কারিশমা খুব ভালো লাগে মেম,0
5668,সতিই সুন্দর।,0
5669,আজকে শ্রীলেংকার সাথে বাংলাদেশ জিতলে মেহজেবিন আমার বউ,0
5670,এর মতো ছেচড়া মহিলা আর নেই,1
5671,"কাঁচা মরিচ ঝাল্লাগে, তোমারে আমার ভাল্লাগে!",0
5672,তোর মুখের থেকে বোগল সুন্দর।,1
5673,এতদিন পরে আসি ও আমি টপ ফ্রেন্ড  থেকে গেলাম,0
5674,কিয়ো খাইনা পাবলিক এখন আবার কোন নাটকে খাই দেই শুনি,0
5675,"তেমন কিছু নাহ্,আমার সাথেই দেখা করতে আসছে",0
5676,কাজল চোখের মেয়ে,0
5677,একদম বাজে মুভি চিলো,0
5678,ডাইনি ডাইনি,1
5679,অনেক উপকারী !,0
5680,পা কালা মুখ সাদা আপনি কালা ড্রেস সাদা সব মিলিয়ে সুপার,1
5681,ডুবেছি আমি তোমার প্রেমের অনন্ত মায়ায়,0
5682,"এই মহিলার ছোটলোকির সীমা নাই,ড্রাগন ফল খাওয়া এসি আফা",1
5683, এখানে সব গুলাই মেন্টাল জাতের,1
5684,নানি পাশের ফালতু মহিলা টা আবার কে,1
5685,ওমাগো হেতি দেখি গরিবের ক্যাটরিনা কাইফ,1
5686,ওই হাসিটা!!!,0
5687,এইডা নেকামি আর ঢং ছাড়া কিছু শিখে নাই,1
5688,এই ফাজিল মহিলার কাছে এর চেয়ে ভালো কিছু আশা করাই ভুল,1
5689,তার মতো আরেক ভুত সাজাইছে।এসব মহিলারা পারেও,1
5690,মেয়ে দেখতে খারাপ না চমৎকার একটা মেয়ে মুখ খুলে সব শেষ বরবাদ করে,1
5691,আজ বিয়ে করিনাই বলে,0
5692,আবার স্ত্রী অফিসের বসের সাথে কাজের জন্য দুই পাঁচদিন বিভিন্ন জায়গায় গিয়ে কাটায় যার ফলে এই নিয়ে সন্দেহ দ্বন্দ্ব হাঙ্গামা সৃষ্টি হয় যা ডিভোর্সে শেষ হয়,1
5693,কিসের এতো অহংকার যেখানে মশা তোমাকে খেয়ে ছেড়ে দেয়,0
5694,হাওয়া মানেই ,0
5695,আমার স্বপ্ন এখন লুকায়িত,0
5696,খুবই সুন্দর লাগছে আপু,0
5697,"পড়েনা চোখের পলক,",0
5698,"তোমার মধ্যে এত মিল আগে কখনো ভাবিনি,,,",0
5699,মনে রাখতে হবে এটা বাংলাদেশ মনগড়া মত যা খুশি তা করলে চলবে না,1
5700,ড্রেস মানাইনি।ডাইনি,1
5701,-বন্ধুরে ডাকি মামা,0
5702,"তুমি ও কাঠগোলাপের মতো সোন্দর,,",0
5703,আপনেতো সবসময় পাগলামি করেন কিরিম আপা,1
5704,তোমারে কোন দিন ও তোমার bf এ খাইতে পারে না। তোমারে খায় খালি তোমার বন্ধু আর বস এ,0
5705,"কাজল চোখের মেয়ে,",0
5706,সিলেট আসবেন না তুষিপু?,0
5707,২০২৮ সালের মধ্যে আমি একজন মেজিস্ট্রেইট  হতে চাই,0
5709,এক পালগ আরেক পাগলকে সাজাইছে,1
5710,দাত একটা আফ্রিকা তো আরেকটা ইউরোপ,1
5711,জাস্ট ওয়াও,0
5712,তোমাকে দুষ্টু আমেরিকায় দেখতে চাই,0
5713,পাগলী গুলো আসে কোত্থেকে,1
5714,টেক লাভ জানু,0
5715,তুমিও সুন্দর,0
5716,ফকিন্নির মতো লাগে,1
5717,খাঁড়া দরজাল,1
5718,প্রিয় তিন তারকা একসাথে,0
5719,মৃত্যুর পর আপনাদের যখন আগুনে পোড়ানো হয় এবং লাশটা যখন বাকা হয়ে যায় তখন করে বারি মারে তখন মানবতা কোথায় আগুনে এভাবে পোড়ালে কস্ট পান তখন কি মানবতা ভোতা হয়ে,1
5720,তোকে দেখে পুরো পাগোল মনে হয়,1
5721,একি সমুদ্র গোসল করবো প্রিয় তোমার সাথে,0
5722,"আর আমি ঐ আর্মি অফিসারকে বিয়ে করতে চাই, ভাইয়া।",0
5723,একটা পুতুল --ভালোবাসা নিও প্রিয়,0
5724,আসসালামু আলাইকুম ভাইয়া,0
5725,বেদের মেয়ের ভাব এখনো রয়ে গেছে,0
5726,অনেক সুন্দর তুমি,0
5727,কেউ কিছু মনে করবেন না। পাবনা থেকে পালিয়ে আসা রোগী অনেক কিছুই করে,1
5728,অসাধারন,0
5729,একদম ভূতের মতো লাগছে আপু,1
5730,তিন তিনটা বউ নিয়ে পরছি আমি ফান্দে বড় বউরে মায়া করলে  ফারিন কান্দে,0
5731,তোর স্বামী হিজলা তাইতো আপনার শিশুকে জামা কিনে দিতে পারে না?,1
5732,ফালতু মেয়ে,1
5733,"আপু তো আগের মতো নাই,, ফরেনারের মতো লাগে,",0
5734,লজ্জা নাই,1
5735,এতেরে দেখলে কোনোভাবে আমার পুরুষ মনে হয় না।,1
5736,এ রাখ খোসী কোন দিন কিছু খেয়েছিস রাখা খোসের মত গিলিস,1
5737,অন্যের হাসি দেখতে পারার মধ্যেও এক ধরনের ভালোবাসা আছে।,0
5738,তোমার এলোমেলো চুলে আমার সাদা মনে,0
5739,বিয়ে কবে করতেছো?,0
5740,ভাইয়া একবার আমাদের ঠাকুরগাঁও ঘুরে যান,0
5741,শত ভাবনার ভীড়ে কখনো কি ভেবে দেখেছি??,0
5742,কেরাশ খাইছি আফা পুরাই চমলক্ক,1
5743,ভাল একজন মুসলিম হতে চাই। এবং এটা সবার অন্যতম স্বপ্ন হওয়া উচিত,0
5744,কিরিম আফা কালা বেডি,1
5745,ভুতনির মতো সুন্দর লাগে,1
5746,নিজে ইসলামের কোন দিক টা পালন,1
5747,হুম তোমার ভালোবাসার ছোঁয়ায় আমি হাসির অনুভব করছি,0
5748,কি চাহুনি,0
5749,এ হাওয়া আমায় ওর কাছে নিয়ে যাও,0
5750,"ইনি এসব ভিডিও বানিয়ে সেই থেকে টাকা ইনকাম করে গাড়ি বাড়ি করে ফেললো, আর বাঙালি বোকার মতন একে এখোনো ট্রল করে যাচ্ছে।",1
5751,সুন্দরী,0
5752,হোটেলের নাচনেওলি,1
5753,কামলা বেডির মত লাগছে,1
5754,ভাইয়াকে সরাসরি দেখে অনেক ভালো লাগলো...,0
5755,আফা চোখের নিচের গুলা কি পাতিলের কালি নাকি Btw আফা আই আন্নের বিগ ফ্যান,1
5756,খাশি টা তোমার মতো লাগছে,1
5757,এই পাগলরে কেও দর না হলে সবাইকে পাগল করে ছাড়বে।,1
5758,অতিরিক্ত হাসা শরিরের জন্য ভালো না,0
5759,আপু কোন এক নাটকে আপনার নাম যেন মিশু রাখা হয়,0
5760,কি পরিমাণ মিথ্যাবাদি মহিলা  তাদের সাহায্য করার জন্য নাকি গিয়েছে ।,1
5761,আমার মনেও আমোদ উঠিছে,0
5762,মিত্তি পরি,0
5763,আমি 2030 সালের মধ্যে কলেজের লেকচারার হতে চাই ইনশাআল্লাহ।,0
5764,ব্রূ এমন রেডিস কেনো আপু?,1
5765,2026 সাল এর মধ্যে বিয়ে করতে চাই,0
5766,বেয়াদব মেয়ে মা বাবা এই শিক্ষা দিছে,1
5767,ডানা কাডা ফড়ি উইথ ঘোড়ার ল্যাজ😁,1
5768,কাজল চোখের মেয়ে,0
5769,আগুন যদি বলতে হয় তাহলে তুমিই সেরা,0
5770,"বুড়া বয়সে ভিমরতি,,,, শয়তান মহিলা",1
5771,লোক লজ্জার ভয়ে বলতে পারি নাআসলে এই মাইয়্যাটারে আমার ভাল্লাগে না,0
5772,তিন সুন্দরী একসাথে  বাহ,0
5773,"কাজল চোখের মেয়ে,, আমার দিবস কাটে বিবস হোয়ে তোমার দিকে চেয়ে.. তাকাস কেন আকাশ কেন.. আমার বুকের আকাশ.. তুই তাকালে থমকে দাঁড়ায় আমার বুকের বা পাশে",0
5774,কি পেত্নির মতো সাজ ইস 🙄,1
5775,প্রেম মানে কিছু নেই সব কাপর খোলার প্রেম,0
5776,ওয়াও ক্রিম যদি তোমার মতো সুন্দর হতে,1
5777,"ভালো থাকো,, ভালোই লাগছে,,, তোমাকে সব আউটফিটেই দারুণ লাগে",0
5778,ফাতরা মহিলা,1
5779,২৫০ গ্রাম হাওয়া দিলে উড়ে যাবি 😂,1
5780,বাবুটা তোমার কি ফলোয়ার কমে গেছে?  আগের মতো রিয়্যাক্ট পড়ে না কেন,0
5781,কাকিমা চমলক্কো,1
5782,"তোমার সাজ দেখে আমি রীতিমতো অজ্ঞান হয়ে গেছি,,,",1
5783,কাজল চোখের মেয়ে,0
5784,দেখো তোমার বৌমা,0
5785,এমন বোচাবুচি লাগে কেন ! আর চ্যাপ্টা লাগে কেন,1
5786,ওহে হাসুমতী বালিকা,0
5787,ভালো লাগছে,0
5788,ভূত সাজিয়ে দিয়েছে,1
5789,হঠাৎ বড় হওয়া লোকের অবৈধ সন্তান,1
5790,পেতনির মত লাগের,1
5791,বেশি  ঢং করতে যেয়ে ত এর জায়গায় ট দিয়ে কথা বলতেছে কামলা আন্টি,1
5792,খুব নায়িকাদের মত লাগে আপু,1
5793,শুটকি মাছ,1
5794,মুচি যত বড় হোক না কেন মুচি নজর পায়ে থাকে,1
5795,"বিশ্রি লাগে দেখতে,যত্তসব পাগলের কারখানা।",1
5796,তোমার ঐ হাঁসি বড় ভালবাসি,0
5797,কিছুটা পরিবর্তন লক্ষ করছি।,0
5798,আপনার নাটক সব সময় দেখি অনেক ভালো লাগে কিন্তু বাস্তবে আপনাকে দেখতে চাই জানিনা সম্ভব কিনা,0
5799,সব জায়গায় হাওয়া আছে শুধু আমার মনে হাওয়া নেই,0
5800,মানুষ বন্যায় যায় শেষ হয়ে আর এই মহিলা আলকাতরা মতো গু মেখে চুল গুলা ঘোড়ার লেজের মতো কালার কইরা গেছে বন্যা দেখতে!,1
5801,হাজারো পোলার ক্রাস,0
5802,পাবনা যাও শালার বোন শালী,1
5803,গ্রামের চাচাতো বোন জীবনে প্রথম সুইমিংপুল দেখলে যা করে...!,1
5804,জানু এতদিন কোথায় ছিলা,0
5805,বালের ন্যাকামু মার্কা কথা,1
5806,আপনাকে আমার ভালো লাগে...,0
5807,মাশাল্লাহ,0
5808,কালা চান বনাম গুলুমলু দিদি,1
5809,আহারে কি সুন্দর লাগছে,0
5810,কানি আফা,1
5811,যে ভাবে কেইত হইছে কষ্ট করা লাগবো না,0
5812,আলাবু,0
5813,মোটা মেয়েরা মেয়েরাই বেশি কমেন্ট করছে।,1
5814,পুরান পাগল ভাত পায় না নতুন পাগলের আমদানি।,1
5815,আরে অসভ্য ওড়না কই,1
5816,আপা এতো ক্রিম মাখার পরও এতো কালা,1
5817,তুরে দেখলে বুমি আসে রে অজাত বুড়ি,1
5818,খালাম্মা তুমি আগুন,0
5819,ও আচ্ছা আমার মেলায় হারিয়ে যাওয়া ৩ বউ তাইলে এখানে ঘুরতেছে,0
5820,সবকিছু ঠিক ছিল শুধু একটু দামড়া,1
5821,গন্ধ আপা আপনাকে চুন্দর লাগছে,1
5822,"আমার  স্বপ্ন, ২০২৭ সালের মধ্যে একজন  দক্ষ ইন্জিনিয়ার হব- ইনশাআল্লাহ",0
5823,খাইচর বেডা,1
5824,দামড়া আর দামড়ি,1
5825,আহা হাসি,0
5826,চোখ গায়েব করে দিছে আফার,1
5827,পুতুল,0
5828,বয়স হ‌ইছে ...,1
5829,খালা কি খাইতাছেন দাত ভাইংগা যাইব তো।,1
5830,গরীবের জ্যাকলিন,0
5831,আগে এমন ঘং করে নেকামি করে কথা বলা বন্ধ করো।নেকামি মার্কা কথা শুনলেই মেজাজ খারাপ হয়।,1
5832,হুর শালী,1
5833,অসাধারণ সুন্দরী,0
5834,মেয়ে টা অরজিনালি ভাল কালচারের নয় একটা বেয়াদব টাইফের,1
5835,খডর বডর মহিলা খডর বডর মোবাইল নিয়ে লাইভ করতে আসছে,1
5836,বিক্রমপুরের বাইদ্যানী,1
5837,নতুন জাগরণ বাংলাদেশ সিনেমা  জগতে,0
5838,তুমি যেভাবে কথা বলছো এভাবে ভালো লাগে না ঝগড়াতে মেয়ের মত লাগে।,1
5839,দুটাই খকডাস বেডি,1
5840,বাহ্,0
5841,ভালোবাসা নিও,0
5842,খিরা ক্ষেতের মুক্তির মতো লাগতেছে,1
5843,এমন বোচাবুচি লাগে কেন আর চ্যাপ্টা লাগে কেন,1
5844,দাড়াজের চামচামির ফাকে একটু জোকস করে গেলেন আফা,1
5845,তোর ন্যাকামি অসহ্য সাইকো কোথাকার,1
5846,তোমাকে এমনিতেই সুন্দর লাগে এসব সাজো কেন।,0
5847,তোমাকে রাজহাঁসের মতো লাগছে কেনো ফিওতমা!,0
5849,এটা সরান,0
5850,শাড়ীতে মেহু তবে কালো শাড়ী হইলে আরও বেশি সুন্দর লাগতো,0
5851,রুজিনা ভালো হয়ে জাও  আর কতো   পদ্দা করা শিখ,1
5852,আটা-ময়দা মাখতে মাখতে শরীরের ওজন নির্ঘাত ৮৫ + করে ফেলছে এই মহিলা!,1
5853,এই চেহারা নিয়ে এমন করে। একটু সুন্দর হলে যানি আরো কত কি করতো,1
5854,৩ সুন্দরী একসাথে,0
5855,ড্রেসটা যে সাদা আপনারে তো কালো বানায় ফেলছে,1
5856,হাজার বছর এরকম অভিনয় টিকে থাকুক,0
5857,আসসালামু আলাইকুম আয়মান ভাইয়া আপনাকে দেখার অনেক ইচ্ছা।  কোনো দিন  যদি আপনার সাথে দেখা হয়।তাহলে  আমি  অনেক খুশি হব।আপনার থেকে আমি অনেক অনুপ্রেরণা  পাই। আপনার প্রতিটি কথা থেকে অনেক কিছু শিখতে পাই। ধন্যবাদ ভাইয়া ।,0
5858,খাসিটা তোমার মতোই হয়েছে,1
5859,"জিবন তো বহুরূপী, রঙ্গীন থাকে নির্দিষ্ট সময় পর্যন্ত।",0
5860,হাতি পরলো মনে হয় কয়েকবার,1
5861,"শিরায় শিরায় রক্ত,",0
5862,বাহ সুন্দর,0
5863,তুমি আবার কি শুরু করে দিলা বুঝলাম না,0
5864,আসসালামু আলাইকুম আয়মান ভাইয়া।,0
5865,দীঘির স্টাইল ফলো করে তো আপনাকে দীঘির দাদী লাগতেছে,1
5866,দেখছো আমার তুষি কতো কিউট,0
5867,ফকিন্নিদের পাট সবসময় একটু বেশি থাকে,1
5868,"তুমি খুউউব ভালো, তুমি এতটাই মিষ্টি যে কেউ তোমাকে ভালো না বাসে থাকতে পারবে না!",0
5870,আপু অনেক চন্দর হয়েছে তোমাকে দেখে আমাদের বাড়ির ছকিনা পাগলির কথা খুব মনে পড়ছে,1
5871,কাক যতই ময়ূরীর পেখম লাগাও কাজ হবে না কাক কাকই হয় ময়ূর না,1
5872,ঝাং খাসি টা একদম তোমাল মতো হইসে,1
5873,আমার নতুন কেরাশ,0
5874,"বুড়া বয়সে বাচ্চা সাজতে মন চাই,, তাই ন্যাকামো করে কথা বলে,, এটা বলা হয় বুইড়া বাচ্চা",1
5875,সুন্দর ছেলেরা সিগারেট খান না.....,0
5876,হিজড়া দেখা যায়,1
5877,"ক্রিম আপার আবার কিসের যোগ্যতা, অশিক্ষিতা একটা",1
5878,এরকম লিপস্টিক দেয়া গরীব মা প্রথম দেখলাম🥴,1
5879,ফ্রীতে ফর্সা হওয়ার কিছু ক্রিম পাঠিয়ে প্রমান দাও,1
5880,ক্রীম আপার মেকআপ কখনো সুন্দর হয় না,1
5881,টিকটকের বাছাইকৃত সেরা পাগলি,1
5882,ডানাকাটা পরী,0
5883,"নিজেদের এই গরিব খামার থেকে গরু কিনেন না আপু,",1
5884,"তিন সুন্দরী কন্যা একসাথে, তিনজনই জিনিয়াস",0
5885,পটে গেলাম,0
5886,মনে ধরয়া দিসো আগুন!,0
5887,একটু হাসি কিনতাম,0
5888,একটা জামা নিয়াই ট্যুরে আইছেন আফা!আপনার কি আর জামা নাই।ফকিন্নির মতো এক জামাই পড়োস,1
5889,পাগলের বাচ্চা,1
5890,তুষির অভিনয় দারুন হয়েছে,0
5891,মুখ টা বালের মতো বেকা করে রাখার কি দরকার,1
5892,সুন্দরী,0
5893,প্রতিবন্ধীদের মতো করে কে,1
5894,তুমি মুসলিম হয়ে মেয়েদের নিয়ে নাচানাচি করো এটা ইসলামিক কোথায় আছে?,1
5895,এই দুনিয়ার সুখ আপনাদের জন্য!,0
5896,বাবু আমি আর তুমি চাইলে একটা ট্রায়াল বিয়াতে যেতে পারি,0
5897,আমার ময়না পাখি,0
5898,ভুত সাজতিছে,1
5899,আমি ভাবচি জোগলি উঠে এসেছে,1
5900,এভাবেই আমার মনের মধ্যে তোমরা তিনজন ঘুরাঘুরি করো,0
5901,"কাজল চোখের মেয়ে,",0
5902,অসাধারণ।,0
5903,মুখ এডারে গরুর পুটকির মতো করা লাগেনি,1
5904,এই বুড়ি মার্কা চেহায়ার মুরগীর বিষ্টা মারার কি দরকার।,1
5905,"আপনি একটা অভদ্র।সারাক্ষণ বাজে শব্দ, আচরণ করে এটেনশন পাবার চেস্টা করেন আবার বলেন বাজে কমেন্ট করবেন না।অসুস্থ মহিলা।",1
5906,আলাবিই বাবু,0
5907,"না আছে চেহারা না আছে বডি সুদু করে লাফালাফি,",1
5908,"ভালো বাসা অবিরাম অন্তহীন কেন্দ্রীভূত অগ্রসর অগ্রগতি অগ্রযাত্রা শতাংশ শতভাগ সাফল্য অর্জন হয়ে থাক এই কামনা করি,, প্রিয়।।",0
5909,আগুন জ্বালিয়ে দিয়েছে,0
5910,"আপু,আজকাল বাংলাদেশের নাইকারা আমেরিকা গেলেই তো ভয় লাগে!!",0
5911,আপনি তো একজন মেয়ে মানুষ একটু শালিনতা বজায় রাখুন।,1
5912,মনা তুমি কি আমার সাথে রাগ করছে নাকি আগের মতো কথা বলেনা যে,0
5913,বালছাল আইয়া উডে নিউজফিডে। কমেন্ট করা ফ্রেন্ডগুলারে আনফ্রেন্ড করতে হইব যা মনে হচ্ছে।,0
5914,পরিবেশের সাথে তুমিও মানানসই সুন্দর,0
5915,ক্যম্পাসে কফি খাইতে বললে খেতে চাইতি না৷,0
5916,ক্রিমের বস্তা,1
5917,একই শাড়ি আর কয়দিন,0
5918,জীবনে মনে হয় ফ্রাইড রাইস খাইনি যেভাবে নাইফ দিয়ে রাইস কাটছে...দেশটা প্রতিবন্ধীতে ভরে যাচ্ছে,1
5919,চুল গুলার দিকে তাকালে ভুতনি মনে হয়।,0
5920,ফেম করবা ভুট্টি,1
5921,ভাই আপনার সাথে কবে দেখা করব,0
5922,আমাদের সময় কেন পাইনি এমন কাউকে এটাই আফসোস,0
5923,এক গুচ্ছ ফুল,0
5924,বাহ টিকটকার রোজিনা,1
5925,বোকা চোদা কুরবানীর জিনিস নিয়ে মজা করিসনা আল্লাহ নারাজ টিকতে পারবি না,1
5926,রোহিঙ্গা আপা আমাদের,1
5927,সব নাটকে খে** ছেড়ে দেই,0
5928,তুমি নিজেই তো একটা সানশাইন,0
5929,আপনাকে ভুতনী সাজিয়ে দিয়েছে,1
5930,আপনি ক্রিম আপার থেকে ক্রিম নিয়ে ফর্সা হন,1
5931,তোমাকে যে কোনো সাজে সুন্দর লাগে !,0
5932,কথার কি বাহার এত বাচ্চামি কইরা কথা না বল্লেই তো হই আজাইরা ঢং।,1
5933,আপু এই পাগলটার কাছে তুমি মেকআপ করছ কেন?,1
5934,ভূতের মত লাগে,1
5935,এইসব বস্তি আসে কই থেইক্যা এটাই বুইঝা পাইনা একটুখানি ফেম আর ভাইরাল হওয়ার জন্যে কিনা করে আল্লাহ্ হেদায়েত দান করুক,1
5937,২০৩২ সালে  তোমার সপ্নের প্ল্যান করছো তো?,0
5938,কাজল চোখের মেয়ে,0
5939,একদম বুড়ি লাগতাছে,1
5940,কাজল চোখের মেয়ে,0
5941,ভুতকে যতই সাজাও সে ভুতই থাকবে,1
5942,উফফস বেরিয়ে গেল,0
5943,স্বপ্নকে বাস্তবে পরিণত করার জন্য। সবার আগে এলেম শিক্ষা প্রয়োজন। তারপর ৫ ওয়াক্ত নামাজ জামাতের সাথে আদায় করে আল্লাহর কাছে চাইলেই   স্বপ্ন বাস্তবে পরিণত হবে ইনশাআল্লাহ আল্লাহ,0
5944,তোমায় দেখলে মনে হয় হাজার বছর তোমার সাথে ছিলো পরিচয়...... প্রিয় পাগলি।,0
5945,হায়রে হাড় পাকা বুড়ি কালে কালে আর কত কি দেহাইবি।কবে জানি চোখ অন্ধ হয়ে যাই,1
5946,পম পম,0
5947,কেমন চেহারা কি যে করে,1
5948,ওহে মেহু সুন্দরী,0
5949,এখানেও মুখ ব্যাঁকা করা লাগবো তাঁর।এইডা কি ছাড়বো না সে,1
5950,পশুরা নিজের জিবন উৎসর্গ করে দিয়ে মানুষকে খাবার এর বেবস্থা করে দিয়ে গেছে।,1
5951,ওয়াও পরী!,0
5952,"তুমি কিউট না,,",0
5953,রোজিনার বুড়াকালে ভীমরতিতে ধরসে।,1
5954,উফফস বেরিয়ে গেল,0
5955,খুব সুন্দর,0
5957,প্রতিবন্দী একটা এই মেয়ে,1
5958,আকাশ কেন। তাকাস কেন।,0
5959,রিক্সাওয়ালী হিসেবে ভালোই মানাইছে,1
5960,আহ কাজল চোখের সেই মেয়েটি,0
5961,দাঁতলি,1
5962,ডাইনি কাইল্লা বেডি,1
5963,চোখ পেরানো মুশকিল,0
5964,তুমি আছো বলেই তো বেঁচে আছি,0
5965,"আপি, সিংহর মতো লাগছে",1
5966,"পুরো এপার ওপার করে দেওয়া নজর , সব শেষ করে দিচ্ছে",0
5967,ঠিক আছে,0
5968,এতে মুসলিম মুসলিম তার পেন্টে খোলে দেখতে হবে,1
5969,"অশিক্ষিত, আনকালচার,গেওয়া I",1
5970,আপনি নিজেই তো পর্দার বিরুদ্ধে এসে ভিডিও দিলেন ফেসবুকে। আপনার আপনার আপনার হাসি এসব আপনার স্বামীর জন্যে।,1
5971,হাসি,0
5972,বেদের মেয়ে জোৎস্না ছিল। এ গুলতি আবার কোথা থেকে এলো,0
5973,তুমারে সাজাইসে তাইলে সে যে কি মাপের বিউটিশিয়ান তাতো বুঝাই যায়🥱,1
5974,সাদা ড্রেসে তোমাকে আরো বেশি কালা,1
5975,এক মুভি করেই আলোচনায় আসার জন্য শুভকামনা ও  অভিনন্দন।,0
5976,একদম আকাশের সাদা হুর পরি লাগছে আফা,0
5977,ঠিক হিজড়া মতো দেখতে,1
